iter	Logloss
373	0.2133518235
374	0.2132248872
375	0.2130886531
376	0.2129047373
377	0.2127619848
378	0.2126350991
379	0.2124883704
380	0.2123057072
381	0.2122114999
382	0.2120867027
383	0.2118086851
384	0.2116193726
385	0.2114127037
386	0.2112248304
387	0.2109793199
388	0.2107630373
389	0.2106794739
390	0.2104813235
391	0.2103882839
392	0.2102963646
393	0.2101474999
394	0.2099864834
395	0.2099012759
396	0.209761648
397	0.2096366622
398	0.2094900484
399	0.2091864345
400	0.2089534329
401	0.2088201242
402	0.2086550754
403	0.2085079146
404	0.2083412692
405	0.2082729468
406	0.2079893988
407	0.2078071374
408	0.207589562
409	0.2074443222
410	0.2073359862
411	0.2071626399
412	0.2070578915
413	0.2069039559
414	0.2068414093
415	0.206666827
416	0.2065313635
417	0.2062578917
418	0.2061018797
419	0.2059093445
420	0.2057246529
421	0.2055531664
422	0.205415773
423	0.2053200196
424	0.2051518614
425	0.2050277227
426	0.2048949659
427	0.2047668521
428	0.2046700428
429	0.2044406584
430	0.2043321285
431	0.2042316957
432	0.2040901006
433	0.2038951981
434	0.2036088891
435	0.2034944236
436	0.2033766533
437	0.2032488365
438	0.2030849057
439	0.2029149471
440	0.2027518462
441	0.2024723224
442	0.2022394471
443	0.2021331484
444	0.2019291114
445	0.2016927904
446	0.2015568949
447	0.201292912
448	0.2011666058
449	0.2010242975
450	0.2008939091
451	0.2007565844
452	0.200688008
453	0.200479062
454	0.2002629597
455	0.2001075849
456	0.2000056058
457	0.1998573868
458	0.1996441071
459	0.1994512672
460	0.1993518176
461	0.1991709625
462	0.1989837423
463	0.1988377056
464	0.1987287965
465	0.198627637
466	0.1985197633
467	0.1983450466
468	0.1981762365
469	0.1980143647
470	0.19786461
471	0.1977582301
472	0.1976412514
473	0.1975422045
474	0.1974667847
475	0.1973448508
476	0.1971850972
477	0.1970833594
478	0.196891998
479	0.1967275924
480	0.1966250079
481	0.1964719529
482	0.1964026779
483	0.1962035897
484	0.1960723795
485	0.1959296318
486	0.1958067731
487	0.1955638092
488	0.1954810781
489	0.1953351611
490	0.1951441646
491	0.1949606875
492	0.1948292691
493	0.1947181044
494	0.1945995716
495	0.1944779252
496	0.1942903877
497	0.1941700791
498	0.1940001596
499	0.1938328034
500	0.1937176648
501	0.1935225615
502	0.1933882187
503	0.1932975709
504	0.193115704
505	0.1929568204
506	0.1928588798
507	0.1927566374
508	0.1926695268
509	0.1925189657
510	0.1923740952
511	0.1922271673
512	0.1920491601
513	0.1919689366
514	0.1918721743
515	0.1917319303
516	0.19163264
517	0.1914737818
518	0.1913094029
519	0.1912211793
520	0.1910660073
521	0.1909036893
522	0.1907086338
523	0.1906247435
524	0.190476539
525	0.1903915394
526	0.1902840669
527	0.1902360316
528	0.1900312459
529	0.1899675433
530	0.1898546608
531	0.1897646246
532	0.1896060473
533	0.1894728271
534	0.1893428918
535	0.1892460068
536	0.1890968276
537	0.1889692993
538	0.188829185
539	0.1887369284
540	0.1885641375
541	0.1884213182
542	0.1883382595
543	0.1882173125
544	0.1881253022
545	0.1880120767
546	0.1878896834
547	0.187741506
548	0.1876341766
549	0.1874715619
550	0.1873249062
551	0.1872485244
552	0.1871218447
553	0.1869654257
554	0.1868436034
555	0.186750133
556	0.1866563587
557	0.1865262955
558	0.1863998481
559	0.186283649
560	0.1861725368
561	0.1860625035
562	0.1859348381
563	0.1858186049
564	0.1857376322
565	0.1856106092
566	0.1854716649
567	0.1853624561
568	0.1852873996
569	0.1851935543
570	0.1850584052
571	0.1850040153
572	0.1848946518
573	0.1847428554
574	0.1846699138
575	0.1844875051
576	0.1844206342
577	0.1842950926
578	0.184142202
579	0.183983812
580	0.1839043541
581	0.1838155434
582	0.1836915899
583	0.1835782951
584	0.1834093575
585	0.1832796961
586	0.1831805062
587	0.1830638198
588	0.1829788811
589	0.182834879
590	0.1827098975
591	0.1825770885
592	0.1824645951
593	0.1823778731
594	0.1822566223
595	0.1822101801
596	0.1820452449
597	0.1818893335
598	0.1818101422
599	0.1816776492
600	0.1815654458
601	0.1815258799
602	0.1814464292
603	0.1813027416
604	0.1812246536
605	0.1811576735
606	0.1810119738
607	0.1809266767
608	0.1807998266
609	0.18062458
610	0.1805082357
611	0.1803543426
612	0.1801945096
613	0.1801385962
614	0.1800394861
615	0.1799435799
616	0.1798223586
617	0.1797292553
618	0.1796800001
619	0.1795858722
620	0.1795088797
621	0.1794140904
622	0.1793784607
623	0.1792830501
624	0.1791843193
625	0.1790875354
626	0.1789718255
627	0.1788263993
628	0.1786853487
629	0.1785762529
630	0.178395449
631	0.178283465
632	0.1781348247
633	0.1779809865
634	0.1778395258
635	0.177696784
636	0.1776038477
637	0.1775002563
638	0.1773609614
639	0.1772614952
640	0.1771878701
641	0.1770731378
642	0.176991959
643	0.176921283
644	0.1767929464
645	0.1766116714
646	0.1763941504
647	0.1762261088
648	0.1761443258
649	0.176026764
650	0.1758334891
651	0.1756873432
652	0.175647613
653	0.1755208647
654	0.1753810657
655	0.1752483505
656	0.1751288527
657	0.1750344961
658	0.1749353571
659	0.1748491135
660	0.1747293804
661	0.1746355811
662	0.174548782
663	0.1744689624
664	0.1743422705
665	0.1742312518
666	0.1740433679
667	0.1739613822
668	0.1739026878
669	0.1738518991
670	0.1737547756
671	0.1736433387
672	0.1736065784
673	0.173531845
674	0.1733995507
675	0.1733552653
676	0.1731622482
677	0.1730786298
678	0.1730408632
679	0.1729462811
680	0.1728245182
681	0.1727207801
682	0.1726348916
683	0.1725268263
684	0.1724548192
685	0.1723908091
686	0.1722754161
687	0.1722014201
688	0.172085576
689	0.1720386593
690	0.1719303048
691	0.1718327134
692	0.1717555269
693	0.1716625258
694	0.1715534149
695	0.1714560344
696	0.1713860507
697	0.1712650957
698	0.1711468414
699	0.1710548348
700	0.1709474255
701	0.1708588748
702	0.1707781038
703	0.1707110295
704	0.1706397534
705	0.1705018228
706	0.1704160892
707	0.1703019981
708	0.1702350366
709	0.1701383576
710	0.1700622737
711	0.1699531726
712	0.16984852
713	0.1697482365
714	0.1696862022
715	0.1695961535
716	0.1694893734
717	0.169439938
718	0.169372277
719	0.1692912644
720	0.1692415519
721	0.1691579475
722	0.1690673805
723	0.1689831782
724	0.1688797763
725	0.1688336327
726	0.1687795542
727	0.1687009699
728	0.1686198872
729	0.1685300091
730	0.168399215
731	0.1683405587
732	0.1682240595
733	0.1681364287
734	0.1680572436
735	0.167981937
736	0.1679578185
737	0.1679090333
738	0.1677940137
739	0.1677526081
740	0.1676850028
741	0.1676208081
742	0.1675340141
743	0.1674919166
744	0.1673695004
745	0.1671950005
746	0.1670533269
747	0.166944951
748	0.1668403395
749	0.1667765013
750	0.166685458
751	0.1665335122
752	0.1664096544
753	0.1663313463
754	0.166252163
755	0.166196456
756	0.1660967789
757	0.1660472291
758	0.165951487
759	0.1658862009
760	0.1658168208
761	0.1657631829
762	0.1656966556
763	0.1656511407
764	0.1655920924
765	0.1655172174
766	0.1654617146
767	0.1653328317
768	0.1652835115
769	0.1651927752
770	0.165131204
771	0.1650415395
772	0.1649484957
773	0.1648737272
774	0.1647868056
775	0.1647496824
776	0.1647153446
777	0.1646501278
778	0.16455268
779	0.1645214945
780	0.1644483828
781	0.1643623308
782	0.1642437856
783	0.1641621232
784	0.1641021298
785	0.164033106
786	0.1639550497
787	0.1639124558
788	0.1638524681
789	0.1637737007
790	0.1636822392
791	0.1636173277
792	0.1635262058
793	0.163453926
794	0.1633602844
795	0.1633158237
796	0.1632595393
797	0.1631947511
798	0.1630978583
799	0.163016649
800	0.1629794539
801	0.1629161289
802	0.1627927734
803	0.1627434116
804	0.1626732619
805	0.1625746844
806	0.1625028874
807	0.1624147204
808	0.1623212137
809	0.1622127582
810	0.1621216711
811	0.1620511615
812	0.1620098651
813	0.1619323348
814	0.1617870665
815	0.1617338219
816	0.16166511
817	0.1616222937
818	0.1615371121
819	0.1614176587
820	0.1613838149
821	0.1613110666
822	0.1611991658
823	0.1610675553
824	0.1609813591
825	0.1608888813
826	0.1608078581
827	0.1607088818
828	0.1606263667
829	0.1605397515
830	0.1604480399
831	0.1603486617
832	0.1602746409
833	0.1602129452
834	0.160129802
835	0.1600497138
836	0.1599408559
837	0.1598536078
838	0.1597598328
839	0.1597503221
840	0.1597072918
841	0.159606777
842	0.1595370238
843	0.1594700746
844	0.1594235263
845	0.1593511647
846	0.1593079538
847	0.159252651
848	0.159176557
849	0.1591370058
850	0.1590770774
851	0.1589691478
852	0.1589124198
853	0.1588357508
854	0.1587633881
855	0.1587015378
856	0.1586324651
857	0.1585760021
858	0.1584753708
859	0.1583830227
860	0.1583022396
861	0.1581615894
862	0.1580671705
863	0.1579920462
864	0.1578969393
865	0.1577966223
866	0.1577159313
867	0.157476196
868	0.1574119585
869	0.1573408283
870	0.1572981849
871	0.1571468165
872	0.1570935612
873	0.1570328072
874	0.1569462885
875	0.1568713142
876	0.1568206789
877	0.1567375138
878	0.1566458758
879	0.1565895657
880	0.1565159416
881	0.1564579969
882	0.1563734477
883	0.1561734974
884	0.1561074635
885	0.1560137919
886	0.1559158142
887	0.1557910648
888	0.1556668436
889	0.1555482256
890	0.1554646321
891	0.1554152479
892	0.155350114
893	0.1552731822
894	0.1551647765
895	0.1551089859
896	0.1550706949
897	0.1549988315
898	0.1549301356
899	0.1548782623
900	0.154831481
901	0.1547844573
902	0.1547177087
903	0.1545903654
904	0.1545655758
905	0.1545261047
906	0.1544579186
907	0.1543824376
908	0.15433515
909	0.154256122
910	0.1541706298
911	0.154096229
912	0.153976091
913	0.1539114822
914	0.1538140172
915	0.1537370645
916	0.1537048629
917	0.1536279136
918	0.1535327993
919	0.1534609588
920	0.1533925615
921	0.1533392089
922	0.1532478313
923	0.1532025016
924	0.1531078136
925	0.1530586036
926	0.1529889021
927	0.1529230652
928	0.1528343971
929	0.1527557179
930	0.1526964189
931	0.1526095092
932	0.1525227059
933	0.152478474
934	0.1524370557
935	0.1523405371
936	0.1522801574
937	0.1522130964
938	0.152130767
939	0.1520565364
940	0.1519547095
941	0.151888664
942	0.1517844179
943	0.151741401
944	0.1516603792
945	0.1515862366
946	0.1515027252
947	0.1514295559
948	0.1513525964
949	0.1512240964
950	0.1511633417
951	0.1510549945
952	0.150916751
953	0.1508739172
954	0.1507713222
955	0.1506633631
956	0.1505491929
957	0.150450802
958	0.1503604104
959	0.150275802
960	0.1502123228
961	0.1501637467
962	0.1501029176
963	0.1500771403
964	0.149990269
965	0.1498729376
966	0.1498166118
967	0.1497547927
968	0.1496768389
969	0.1496091718
970	0.1495249
971	0.1494055294
972	0.14934179
973	0.1492453278
974	0.1491829635
975	0.1491001166
976	0.149008553
977	0.1489247295
978	0.1487984222
979	0.1487289979
980	0.1486598603
981	0.1486029
982	0.1485638255
983	0.1484802498
984	0.1484113006
985	0.1483511556
986	0.1482498885
987	0.148180645
988	0.1480973659
989	0.1480545499
990	0.1479489971
991	0.1478969516
992	0.1478357855
993	0.1477806216
994	0.147748301
995	0.1476797514
996	0.1475807037
997	0.1475021556
998	0.1473818051
999	0.1473207876
